Source ,Page number,Order,Week,Day,Type,Lexicality,Orthography,Phonology,Flag for Discussion,Notes,Mismatch with CMU Transcription,Coder(s)
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,35,4,4,Rule example word,Word,aid,eɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,35,4,4,Rule example word,Word,aim,eɪm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,bait,beɪt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,fail,feɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,hail,heɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,35,4,4,Rule example word,Word,laid,leɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,maid,meɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,mail,meɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,35,4,4,Rule example word,Word,main,meɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,35,4,4,Rule example word,Word,nail,neɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,75,35,4,4,Rule example word,Word,paid,peɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,pail,peɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,pain,peɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,raid,ɹeɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,rail,ɹeɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,75,35,4,4,Rule example word,Word,rain,ɹeɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,sail,seɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,75,35,4,4,Rule example word,Word,tail,teɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,brain,bɹeɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,claim,kleɪm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,drain,dɹeɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,faint,feɪnt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,35,4,4,Rule example word,Word,paint,peɪnt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,35,4,4,Rule example word,Word,plain,pleɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,saint,seɪnt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,75,35,4,4,Rule example word,Word,snail,sneɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,trail,tʃɹeɪl,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - tɹeɪl,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,35,4,4,Rule example word,Word,train,tʃɹeɪn,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - tɹeɪn,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,sprain,spɹeɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,56,35,4,4,Rule example word,Word,strain,stɹeɪn,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,74,35,4,4,Rule example word,Word,sail,seɪl,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,74,35,4,4,Rule example word,Word,raindrop,ɹeɪndʒɹɑp,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell. In this case we also used the affricate because <raindrop> is a compound word and the <drop> still sounds like the affricate,1 - ɹeɪndɹɑp,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/76,37,4,5,Rule,GPC,j,dʒ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/76,38,4,5,Rule example word,Word,jab,dʒæb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/76,38,4,5,Rule example word,Word,jail,dʒeɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/77,38,4,5,Rule example word,Word,jam,dʒæm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/76,38,4,5,Rule example word,Word,jet,dʒɛt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/76,38,4,5,Rule example word,Word,jig,dʒɪg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/76,38,4,5,Rule example word,Word,job,dʒɑb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/77,38,4,5,Rule example word,Word,jog,dʒɑg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,57,38,4,5,Rule example word,Word,jot,dʒɑt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/76,38,4,5,Rule example word,Word,jug,dʒʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,57,38,4,5,Rule example word,Word,jut,dʒʌt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/77,38,4,5,Rule example word,Word,jump,dʒʌmp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,57/77,38,4,5,Rule example word,Word,just,dʒʌst,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,76,38,4,5,Alternative-implicit,GPC,zz,z,,,0,
The Phonics Handbook (in print letters): Section 2 Sound Sheets,76,38,4,5,Rule example word,Word,jazz,dʒæz,Exception that isn't mentioned as such,I think it is a typo that this word was taught here. They have not learned the GPC <z> - /z/ yet. The word is also in the word bank when they do learn this GPC,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,76,38,4,5,Rule example word,Word,object,ɑbdʒɛkt,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,76,38,4,5,Rule example word,Word,project,pɹɑdʒɛkt,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,76,38,4,5,Rule example word,Word,junk,dʒʌŋk,Exception that isn't mentioned as such,"<n> pronounced as /ŋ/, which isn't the rule that they learned",0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,39,5,1,Rule,GPC,oa,oʊ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,oak,oʊk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,boat,boʊt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,coal,koʊl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,coat,koʊt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,foal,foʊl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/79,40,5,1,Rule example word,Word,foam,foʊm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,goal,goʊl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,goat,goʊt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,load,loʊd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,loaf,loʊf,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,moan,moʊn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,moat,moʊt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,oats,oʊts,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/79,40,5,1,Rule example word,Word,road,ɹoʊd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/79,40,5,1,Rule example word,Word,soak,soʊk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,soap,soʊp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,toad,toʊd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,boast,boʊst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,cloak,kloʊk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,coast,koʊst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,croak,kɹoʊk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,float,floʊt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,groan,gɹoʊn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,58,40,5,1,Rule example word,Word,roast,ɹoʊst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,58/78,40,5,1,Rule example word,Word,toast,toʊst,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,78,40,5,1,Rule example word,Word,raincoat,ɹeɪnkoʊt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,41,5,2,Rule,GPC,ie,aɪ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,die,daɪ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,lie,laɪ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,pie,paɪ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/81,42,5,2,Rule example word,Word,tie,taɪ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,59,42,5,2,Rule example word,Word,died,daɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/81,42,5,2,Rule example word,Word,lied,laɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/81,42,5,2,Rule example word,Word,tied,taɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,cried,kɹaɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,dried,dʒɹaɪd,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - dɹaɪd,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,fried,fɹaɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,spied,spaɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,tried,tʃɹaɪd,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - tɹaɪd,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/80,42,5,2,Rule example word,Word,untie,ʌntaɪ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,59/81,42,5,2,Rule example word,Word,magpie,mægpaɪ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,59,42,5,2,Rule example word,Word,untied,ʌntaɪd,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,105,66,5,2,Alternative-implicit,GPC,rr,ɹ,,,0,
The Phonics Handbook (in print letters): Section 2 Sound Sheets,80,42,5,2,Rule example word,Word,terrified,tɛɹəfaɪd,,,1 - tɛɹʌfaɪd,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,43,5,3,Rule,GPC,ee,i,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,43,5,3,Rule,GPC,or,ɔɹ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/83,44,5,3,Rule example word,Word,bee,bi,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,eel,il,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,see,si,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,beef,bif,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,been,bɪn,Exception that isn't mentioned as such,In NA english the vowel is pronounced /ɪ/ not /i/,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,deep,dip,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,feed,fid,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,feel,fil,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,feet,fit,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,free,fɹi,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,heel,hil,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,jeep,dʒip,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,keen,kin,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,keep,kip,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,leek,lik,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,meet,mit,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,need,nid,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,peel,pil,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,peep,pip,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,reef,ɹif,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,seed,sid,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,seek,sik,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,seem,sim,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/83,44,5,3,Rule example word,Word,seen,sin,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/83,44,5,3,Rule example word,Word,tree,tʃɹi,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - tɹi,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,bleed,blid,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,creep,kɹip,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,greed,gɹid,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,green,gɹin,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,sleep,slip,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,speed,spid,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,82,44,5,3,Rule example word,Word,coffee,kɑfi,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,for,fɔɹ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets, 60/82,44,5,3,Rule example word,Word,born,bɔɹn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,cork,kɔɹk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/83,44,5,3,Rule example word,Word,corn,kɔɹn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/83,44,5,3,Rule example word,Word,fork,fɔɹk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,form,fɔɹm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,fort,fɔɹt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,horn,hɔɹn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,lord,lɔɹd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,port,pɔɹt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82-83,44,5,3,Rule example word,Word,sort,sɔɹt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,torn,tɔɹn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,sport,spɔɹt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,60,44,5,3,Rule example word,Word,stork,stɔɹk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,60/82,44,5,3,Rule example word,Word,storm,stɔɹm,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,82,44,5,3,Rule example word,Word,popcorn,pɑpkɔɹn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84,45,5,4,Rule,GPC,z,z,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84-85,46,5,4,Rule example word,Word,zap,zæp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84-85,46,5,4,Rule example word,Word,buzz,bʌz,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84-85,46,5,4,Rule example word,Word,fizz,fɪz,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84,46,5,4,Rule example word,Word,unzip,ʌnzɪp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84-85,46,5,4,Rule example word,Word,zigzag,zɪgzæg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84,46,5,4,Rule example word,Word,zip,zɪp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,61,46,5,4,Rule example word,Word,zit,zɪt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84,46,5,4,Rule example word,Word,jazz,dʒæz,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,61/84,46,5,4,Rule example word,Word,zest,zɛst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/86,47,5,5,Rule,GPC,w,w,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/87,48,5,5,Rule example word,Word,web,wɛb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/86,48,5,5,Rule example word,Word,twig,twɪg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,62,48,5,5,Rule example word,Word,week,wik,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/87,48,5,5,Rule example word,Word,wind,wɪnd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/86,48,5,5,Rule example word,Word,wag,wæg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/86,48,5,5,Rule example word,Word,wait,weɪt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,62,48,5,5,Rule example word,Word,weed,wid,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,62,48,5,5,Rule example word,Word,weep,wip,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,62,48,5,5,Rule example word,Word,well,wɛl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/86,48,5,5,Rule example word,Word,wet,wɛt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/87,48,5,5,Rule example word,Word,wig,wɪg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,62,48,5,5,Rule example word,Word,will,wɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,62/86,48,5,5,Rule example word,Word,win ,wɪn,,,0,EA/HR/IC
